row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls
308,308,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11457896882190155777,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11457896882190155777?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
309,309,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11555723524089839617,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11555723524089839617?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
310,310,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11555723524089839617,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11555723524089839617?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
311,311,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11555723524089839617,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11555723524089839617?region=IN,YouTubeVideo,2026-06-29,2356,2,4,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
312,312,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11555723524089839617,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11555723524089839617?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
313,313,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11565783780606083073,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11565783780606083073?region=IN,YouTubeVideo,2026-06-29,2356,0,3,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
314,314,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11565783780606083073,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11565783780606083073?region=IN,YouTubeVideo,2026-06-29,2356,1,3,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
315,315,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11565783780606083073,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11565783780606083073?region=IN,YouTubeVideo,2026-06-29,2356,2,3,⁦Seekho⁩,Seekho: Short Learning Videos | ഈസി ഇംഗ്ലീഷ് സ്പീക്കിംഗ്,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
316,316,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11756424571283046401,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11756424571283046401,Unknown,,,0,1,,,,,,,,,,,,,,2026-06-29,detail-fetch: HTTPError,,2026-06-29,2026-06-29,,,,
317,317,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11956153564297953281,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11956153564297953281?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
318,318,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11956153564297953281,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11956153564297953281?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
319,319,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11956153564297953281,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11956153564297953281?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
320,320,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR11956153564297953281,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR11956153564297953281?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
321,321,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12467630499340222465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12467630499340222465?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
322,322,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12467630499340222465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12467630499340222465?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
323,323,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12467630499340222465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12467630499340222465?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
324,324,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12467630499340222465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12467630499340222465?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
325,325,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12981564336064430081,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12981564336064430081?region=IN,YouTubeVideo,2026-06-29,"2250,2528,2356,2642",0,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
326,326,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12981564336064430081,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12981564336064430081?region=IN,YouTubeVideo,2026-06-29,"2250,2528,2356,2642",1,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
327,327,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12981564336064430081,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12981564336064430081?region=IN,YouTubeVideo,2026-06-29,"2250,2528,2356,2642",2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
328,328,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12981564336064430081,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12981564336064430081?region=IN,YouTubeVideo,2026-06-29,"2250,2528,2356,2642",3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
329,329,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR12981564336064430081,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR12981564336064430081?region=IN,YouTubeVideo,2026-06-29,"2250,2528,2356,2642",4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
330,330,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13044200859209039873,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13044200859209039873?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
331,331,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13044200859209039873,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13044200859209039873?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
332,332,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13044200859209039873,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13044200859209039873?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
333,333,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13044200859209039873,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13044200859209039873?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
334,334,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13044200859209039873,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13044200859209039873?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
335,335,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13055875585341915137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13055875585341915137?region=IN,YouTubeVideo,2026-06-29,2356,0,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
336,336,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13055875585341915137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13055875585341915137?region=IN,YouTubeVideo,2026-06-29,2356,1,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
337,337,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13055875585341915137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13055875585341915137?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
338,338,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13055875585341915137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13055875585341915137?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
339,339,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13088316469761015809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13088316469761015809?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
340,340,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13088316469761015809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13088316469761015809?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
341,341,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13088316469761015809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13088316469761015809?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
342,342,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13088316469761015809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13088316469761015809?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
343,343,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13126932348920659969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13126932348920659969?region=IN,YouTubeVideo,2026-06-29,"2586,2356",0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
344,344,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13126932348920659969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13126932348920659969?region=IN,YouTubeVideo,2026-06-29,"2586,2356",1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
345,345,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13126932348920659969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13126932348920659969?region=IN,YouTubeVideo,2026-06-29,"2586,2356",2,5,⁦Seekho⁩,Seekho: Short Learning Videos | Aaj Se English Seekho,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
346,346,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13126932348920659969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13126932348920659969?region=IN,YouTubeVideo,2026-06-29,"2586,2356",3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
347,347,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13126932348920659969,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13126932348920659969?region=IN,YouTubeVideo,2026-06-29,"2586,2356",4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
348,348,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13210686822532775937,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13210686822532775937?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
349,349,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13210686822532775937,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13210686822532775937?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
350,350,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13210686822532775937,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13210686822532775937?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
351,351,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13210686822532775937,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13210686822532775937?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
352,352,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13352794190707163137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13352794190707163137?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
353,353,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13352794190707163137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13352794190707163137?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
354,354,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13352794190707163137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13352794190707163137?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
355,355,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13352794190707163137,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13352794190707163137?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
356,356,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13360619140084137985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13360619140084137985?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
357,357,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13360619140084137985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13360619140084137985?region=IN,YouTubeVideo,2026-06-29,2356,1,5,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
358,358,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13360619140084137985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13360619140084137985?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
359,359,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13360619140084137985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13360619140084137985?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
360,360,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13360619140084137985,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13360619140084137985?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
361,361,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR13677150095131279361,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR13677150095131279361,Unknown,,,0,1,,,,,,,,,,,,,,2026-06-29,detail-fetch: HTTPError,,2026-06-29,2026-06-29,,,,
362,362,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14031019966841487361,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14031019966841487361?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
363,363,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14031019966841487361,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14031019966841487361?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
364,364,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14031019966841487361,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14031019966841487361?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
365,365,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14031019966841487361,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14031019966841487361?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
366,366,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14031019966841487361,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14031019966841487361?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
367,367,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14071192548307632129,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14071192548307632129?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
368,368,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14071192548307632129,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14071192548307632129?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
369,369,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14071192548307632129,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14071192548307632129?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
370,370,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14071192548307632129,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14071192548307632129?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
371,371,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14198535786013392897,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14198535786013392897?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
372,372,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14198535786013392897,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14198535786013392897?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
373,373,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14198535786013392897,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14198535786013392897?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
374,374,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14198535786013392897,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14198535786013392897?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
375,375,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14533484960985120769,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14533484960985120769?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
376,376,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14533484960985120769,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14533484960985120769?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
377,377,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14533484960985120769,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14533484960985120769?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
378,378,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14533484960985120769,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14533484960985120769?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
379,379,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14533484960985120769,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14533484960985120769?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
380,380,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14595779922560548865,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14595779922560548865?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
381,381,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14595779922560548865,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14595779922560548865?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
382,382,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14595779922560548865,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14595779922560548865?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
383,383,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14600605859483484161,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14600605859483484161?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
384,384,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14600605859483484161,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14600605859483484161?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
385,385,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR14600605859483484161,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR14600605859483484161?region=IN,YouTubeVideo,2026-06-29,2356,2,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
